IncidentID,Date,State,Cityorcounty,BusinessorLocation,Address,Latitude,Longitude,Name,Type,Gender,Age,Agegoup,Status,Incidentcharacteristics,Sources,notactiveswornlocalstate,rank,agencytype,offduty,training,blueonblue,Error,ErrorDetail,ToRemove,type_new,Notes,Duplicate,duplicate_of,record_added,incident_id_changed,original_id,Businessorschool,Participantname,Agegroup,duplicate_to_delete,to_be_edited,_merge
1310703,1/23/19,Idaho,,,Hatwai Bypass and US 95,46.4279,-116.918,,,,,,Injured,"Shot - Wounded/Injured,Accidental Shooting,Accidental Shooting - Injury,Officer Involved Incident,Officer Involved Shooting - Accidental discharge - no injury required,Officer Involved Shooting - Officer shot,Possession of gun by felon or prohibited person,Ghost gun,BB/Pellet/Replica gun","http://www.spokesman.com/stories/2019/jan/24/sheriffs-deputy-accidentally-shoots-himself-with-p/,https://klewtv.com/news/local/nez-perce-co-deputy-shot-with-a-pen-gun",,Deputy,Sheriff,0,0,0,,,1,Self-inflicted; accidental,,,,,,,,,Adult 18+,,,2
1311311,1/25/19,New York,Queens,,69th Lane,40.745,-73.8643,,,male,40,,Killed,"Shot - Dead (murder, accidental, suicide),Suicide^","https://www.nydailynews.com/new-york/nyc-crime/ny-metro-cop-shoots-self-head-20190125-story.html?fbclid=IwAR2PZKWHFnyCHk4_CsULIzdZoY1ZZ19Ltsp4GWdCgx7KBGUrbvDcuDAhAJ4,https://www.nydailynews.com/new-york/nyc-crime/ny-metro-cop-shoots-self-dies-20190126-story.html",,Officer,Local,1,0,0,,,1,Suicide,,,,,,,,Nicholas Mencaroni,Adult 18+,,,2
1312789,1/26/19,Illinois,Chicago,,6400 block of N Kedzie Ave,41.9975,-87.7097,,,,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Domestic Violence,ATF/LE Confiscation/Raid/Arrest,Possession (gun(s) found during commission of other crimes),Brandishing/flourishing/open carry/lost/found","https://chicago.suntimes.com/news/swat-officer-shot-in-vest-west-ridge-rogers-park-chicago-police/,https://chicago.suntimes.com/news/chicago-man-32-charged-with-attempted-murder-after-cpd-officer-shot-in-vest/",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer,Adult 18+,,,2
1313459,1/28/19,Colorado,Denver,,600 block of Inca St,39.7257,-104.998,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Suicide^,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,Police Targeted","https://kdvr.com/2019/01/27/huge-police-presence-at-6th-and-inca-in-denver/,https://www.9news.com/article/news/crime/2-officers-injured-after-report-of-shots-fired-in-denvers-baker-neighborhood/73-a2dce47e-c8e8-4b46-938b-d4cdbe44e566,https://www.9news.com/article/news/crime/video-shows-moments-before-and-after-denver-officer-is-shot/73-a2dce47e-c8e8-4b46-938b-d4cdbe44e566,https://denver.cbslocal.com/2019/01/28/richard-jamarillo-steve-gameroz-denver-police-officers-shot-6th-santa-fe-drive/,https://www.thedenverchannel.com/news/crime/man-accused-of-shooting-2-denver-police-officers-died-by-suicide-medical-examiner-says",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Steve Gameroz,Adult 18+,0,,2
1313459,1/28/19,Colorado,Denver,,600 block of Inca St,39.7257,-104.998,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Suicide^,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,Police Targeted","https://kdvr.com/2019/01/27/huge-police-presence-at-6th-and-inca-in-denver/,https://www.9news.com/article/news/crime/2-officers-injured-after-report-of-shots-fired-in-denvers-baker-neighborhood/73-a2dce47e-c8e8-4b46-938b-d4cdbe44e566,https://www.9news.com/article/news/crime/video-shows-moments-before-and-after-denver-officer-is-shot/73-a2dce47e-c8e8-4b46-938b-d4cdbe44e566,https://denver.cbslocal.com/2019/01/28/richard-jamarillo-steve-gameroz-denver-police-officers-shot-6th-santa-fe-drive/,https://www.thedenverchannel.com/news/crime/man-accused-of-shooting-2-denver-police-officers-died-by-suicide-medical-examiner-says",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Richard Jamarillo,Adult 18+,0,,2
1314289,1/29/19,Texas,Houston,,7815 Harding St,29.7094,-95.2818,,,male,40,,"Injured,Arrested","Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location),Shootout (where VENN diagram of shooters and victims overlap),Drug involvement","https://abc13.com/several-houston-police-officers-shot-according-to-hpd-chief-art-acevedo/5110369/,http://www.fox26houston.com/news/report-of-five-officers-injured-in-shooting?utm_source=dlvr.it&utm_medium=twitter,https://www.click2houston.com/news/several-officers-shot-in-southeast-houston-chief-says,https://www.khou.com/article/news/crime/five-houston-police-officers-shot-2-of-3-suspects-dead/285-d0743b30-9cf3-428c-a278-9d8ae8dc4e09,https://www.oaoa.com/news/state/article_1437dcbd-1373-5c63-b3df-83c124dc958e.html,https://www.mysanantonio.com/news/houston-texas/article/We-are-so-sorry-Family-of-man-killed-in-drug-13571054.php,https://www.dailymail.co.uk/news/article-6710563/Chief-Officer-lied-affidavit-deadly-Houston-raid.html?fbclid=IwAR00Xe23O7OelxRvvv8Q1eSd7wie3UeQzcoQtHDX1vD68cBDUkhmvygLiAI,https://abc13.com/hpd-officer-at-center-of-controversial-raid-shot-twice-before/5141523/,https://www.whio.com/news/national/chief-officer-lied-affidavit-before-deadly-houston-raid/CMpb7l6lYGphK1rDlPYp9K/,https://www.easttexasmatters.com/news/former-houston-police-officer-to-be-charged-with-murder-in-january-raid-that-killed-2-injured-4-officers/,https://www.statesman.com/news/20190823/former-houston-police-officer-charged-with-murder-over-raid/1?rssfeed=true",,Officer,Local,0,0,0,,,1,NA,,,,,,,,Officer Steven Bryant,Adult 18+,,,2
1314289,1/29/19,Texas,Houston,,7815 Harding St,29.7094,-95.2818,,,male,54,,"Injured,Arrested","Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location),Shootout (where VENN diagram of shooters and victims overlap),Drug involvement","https://abc13.com/several-houston-police-officers-shot-according-to-hpd-chief-art-acevedo/5110369/,http://www.fox26houston.com/news/report-of-five-officers-injured-in-shooting?utm_source=dlvr.it&utm_medium=twitter,https://www.click2houston.com/news/several-officers-shot-in-southeast-houston-chief-says,https://www.khou.com/article/news/crime/five-houston-police-officers-shot-2-of-3-suspects-dead/285-d0743b30-9cf3-428c-a278-9d8ae8dc4e09,https://www.oaoa.com/news/state/article_1437dcbd-1373-5c63-b3df-83c124dc958e.html,https://www.mysanantonio.com/news/houston-texas/article/We-are-so-sorry-Family-of-man-killed-in-drug-13571054.php,https://www.dailymail.co.uk/news/article-6710563/Chief-Officer-lied-affidavit-deadly-Houston-raid.html?fbclid=IwAR00Xe23O7OelxRvvv8Q1eSd7wie3UeQzcoQtHDX1vD68cBDUkhmvygLiAI,https://abc13.com/hpd-officer-at-center-of-controversial-raid-shot-twice-before/5141523/,https://www.whio.com/news/national/chief-officer-lied-affidavit-before-deadly-houston-raid/CMpb7l6lYGphK1rDlPYp9K/,https://www.easttexasmatters.com/news/former-houston-police-officer-to-be-charged-with-murder-in-january-raid-that-killed-2-injured-4-officers/,https://www.statesman.com/news/20190823/former-houston-police-officer-charged-with-murder-over-raid/1?rssfeed=true",,Officer,Local,0,0,0,,,1,Suspect-inflicted; injured in course of criminal activity,,,,,,,,Officer Gerald Goines,Adult 18+,,,2
1314289,1/29/19,Texas,Houston,,7815 Harding St,29.7094,-95.2818,,,,33,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location),Shootout (where VENN diagram of shooters and victims overlap),Drug involvement","https://abc13.com/several-houston-police-officers-shot-according-to-hpd-chief-art-acevedo/5110369/,http://www.fox26houston.com/news/report-of-five-officers-injured-in-shooting?utm_source=dlvr.it&utm_medium=twitter,https://www.click2houston.com/news/several-officers-shot-in-southeast-houston-chief-says,https://www.khou.com/article/news/crime/five-houston-police-officers-shot-2-of-3-suspects-dead/285-d0743b30-9cf3-428c-a278-9d8ae8dc4e09,https://www.oaoa.com/news/state/article_1437dcbd-1373-5c63-b3df-83c124dc958e.html,https://www.mysanantonio.com/news/houston-texas/article/We-are-so-sorry-Family-of-man-killed-in-drug-13571054.php,https://www.dailymail.co.uk/news/article-6710563/Chief-Officer-lied-affidavit-deadly-Houston-raid.html?fbclid=IwAR00Xe23O7OelxRvvv8Q1eSd7wie3UeQzcoQtHDX1vD68cBDUkhmvygLiAI,https://abc13.com/hpd-officer-at-center-of-controversial-raid-shot-twice-before/5141523/,https://www.whio.com/news/national/chief-officer-lied-affidavit-before-deadly-houston-raid/CMpb7l6lYGphK1rDlPYp9K/,https://www.easttexasmatters.com/news/former-houston-police-officer-to-be-charged-with-murder-in-january-raid-that-killed-2-injured-4-officers/,https://www.statesman.com/news/20190823/former-houston-police-officer-charged-with-murder-over-raid/1?rssfeed=true",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer,Adult 18+,,,2
1314289,1/29/19,Texas,Houston,,7815 Harding St,29.7094,-95.2818,,,male,50,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location),Shootout (where VENN diagram of shooters and victims overlap),Drug involvement","https://abc13.com/several-houston-police-officers-shot-according-to-hpd-chief-art-acevedo/5110369/,http://www.fox26houston.com/news/report-of-five-officers-injured-in-shooting?utm_source=dlvr.it&utm_medium=twitter,https://www.click2houston.com/news/several-officers-shot-in-southeast-houston-chief-says,https://www.khou.com/article/news/crime/five-houston-police-officers-shot-2-of-3-suspects-dead/285-d0743b30-9cf3-428c-a278-9d8ae8dc4e09,https://www.oaoa.com/news/state/article_1437dcbd-1373-5c63-b3df-83c124dc958e.html,https://www.mysanantonio.com/news/houston-texas/article/We-are-so-sorry-Family-of-man-killed-in-drug-13571054.php,https://www.dailymail.co.uk/news/article-6710563/Chief-Officer-lied-affidavit-deadly-Houston-raid.html?fbclid=IwAR00Xe23O7OelxRvvv8Q1eSd7wie3UeQzcoQtHDX1vD68cBDUkhmvygLiAI,https://abc13.com/hpd-officer-at-center-of-controversial-raid-shot-twice-before/5141523/,https://www.whio.com/news/national/chief-officer-lied-affidavit-before-deadly-houston-raid/CMpb7l6lYGphK1rDlPYp9K/,https://www.easttexasmatters.com/news/former-houston-police-officer-to-be-charged-with-murder-in-january-raid-that-killed-2-injured-4-officers/,https://www.statesman.com/news/20190823/former-houston-police-officer-charged-with-murder-over-raid/1?rssfeed=true",,Officer,Local,0,0,0,,,1,NA,,,,,,,,Officer,Adult 18+,,,2
1314289,1/29/19,Texas,Houston,,7815 Harding St,29.7094,-95.2818,,,male,50,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location),Shootout (where VENN diagram of shooters and victims overlap),Drug involvement","https://abc13.com/several-houston-police-officers-shot-according-to-hpd-chief-art-acevedo/5110369/,http://www.fox26houston.com/news/report-of-five-officers-injured-in-shooting?utm_source=dlvr.it&utm_medium=twitter,https://www.click2houston.com/news/several-officers-shot-in-southeast-houston-chief-says,https://www.khou.com/article/news/crime/five-houston-police-officers-shot-2-of-3-suspects-dead/285-d0743b30-9cf3-428c-a278-9d8ae8dc4e09,https://www.oaoa.com/news/state/article_1437dcbd-1373-5c63-b3df-83c124dc958e.html,https://www.mysanantonio.com/news/houston-texas/article/We-are-so-sorry-Family-of-man-killed-in-drug-13571054.php,https://www.dailymail.co.uk/news/article-6710563/Chief-Officer-lied-affidavit-deadly-Houston-raid.html?fbclid=IwAR00Xe23O7OelxRvvv8Q1eSd7wie3UeQzcoQtHDX1vD68cBDUkhmvygLiAI,https://abc13.com/hpd-officer-at-center-of-controversial-raid-shot-twice-before/5141523/,https://www.whio.com/news/national/chief-officer-lied-affidavit-before-deadly-houston-raid/CMpb7l6lYGphK1rDlPYp9K/,https://www.easttexasmatters.com/news/former-houston-police-officer-to-be-charged-with-murder-in-january-raid-that-killed-2-injured-4-officers/,https://www.statesman.com/news/20190823/former-houston-police-officer-charged-with-murder-over-raid/1?rssfeed=true",,Sergeant,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer,Adult 18+,,,2
1315315,1/27/19,North Carolina,Fayetteville,,I-95,35.0374,-78.8053,,,male,31,,Killed,"Shot - Dead (murder, accidental, suicide),Suicide^",https://www.wral.com/fayetteville-officer-facing-criminal-charges-found-dead-in-wilson-county/18155064/,,Officer,Local,1,0,0,,,1,Suicide,,,,,,,,Officer Wade Lane Lee Jr,Adult 18+,,,2
1315454,1/28/19,New York,Kirkwood,,NY-17 E,42.0998,-75.7925,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Shootout (where VENN diagram of shooters and victims overlap),Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",https://www.pressconnects.com/story/news/public-safety/2019/01/29/ny-trooper-shooting-suspect-killed-kirkwood/2708067002/,,Trooper,State,0,0,0,,,0,Suspect-inflicted,,,,,,,,Trooper Timothy Conklin,Adult 18+,,,2
1317599,1/31/19,Illinois,Decatur,,1400 block of N Union St,39.856,-88.9592,,,male,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,ATF/LE Confiscation/Raid/Arrest","https://www.wcia.com/news/local-news/one-officer-shot-during-altercation/1745675199,https://www.wcia.com/news/local-news/one-officer-shot-during-altercation/1745675199,https://herald-review.com/news/local/crime-and-courts/court-testimony-reveals-new-details-in-shooting-wounding-of-decatur/article_052a7511-791d-5b98-af15-6cf954846b52.html#1",,Sergeant,Local,0,0,0,,,0,Suspect-inflicted; accidental; struggle,,,,,,,,Oficer,Adult 18+,,,2
1318387,2/2/19,Ohio,Cincinnati,,370 St Andrews Dr,39.0457,-84.2645,,,male,,,Killed,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - Officer killed,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Police Targeted","https://www.whio.com/news/local/deputy-killed-another-injured-hour-long-standoff-clermont-county/tNjHQGmYI2E6whUFZNoZDM/,http://www.fox19.com/2019/02/03/man-facing-aggravated-murder-attempted-murder-charges-after-standoff/,https://www.wlwt.com/article/prosecutor-gunman-faked-suicide-ambushed-officers-who-entered-apartment/26126201",,Deputy,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,On the Green at Royal Oak,Detective Bill Brewer,Adult 18+,,,2
1318387,2/2/19,Ohio,Cincinnati,,370 St Andrews Dr,39.0457,-84.2645,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - Officer killed,Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff,Police Targeted","https://www.whio.com/news/local/deputy-killed-another-injured-hour-long-standoff-clermont-county/tNjHQGmYI2E6whUFZNoZDM/,http://www.fox19.com/2019/02/03/man-facing-aggravated-murder-attempted-murder-charges-after-standoff/,https://www.wlwt.com/article/prosecutor-gunman-faked-suicide-ambushed-officers-who-entered-apartment/26126201",,Lieutenant,Sheriff,0,0,0,,,0,Suspect-inflicted,,,,,,,On the Green at Royal Oak,Lt. Nick DeRose,Adult 18+,,,2
1319903,2/4/19,Virginia,Farmville,,1536 Cumberland Rd,37.3221,-78.3858,,,male,28,,Killed,"Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer killed,Officer Involved Shooting - subject/suspect/perpetrator killed","http://www.nbc12.com/2019/02/05/news-know-feb-trooper-killed-shooting-fairfax-says-statements-are-false-big-warm-up/,http://www.nbc12.com/2019/02/05/virginia-state-police-trooper-suspect-dead-after-shooting-drug-raid/,https://wtvr.com/2019/02/05/lucas-dowell-obit/",,Trooper,State,0,0,0,,,0,Suspect-inflicted,,,,,,,,Trooper Lucas B. Dowell,Adult 18+,,,2
1320695,2/6/19,Wisconsin,Milwaukee,,2900 block of S 12th St,42.9919,-87.9275,,,male,35,,Killed,"Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer killed,LOCKDOWN/ALERT ONLY:  No GV Incident Occurred Onsite,Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","https://www.jsonline.com/story/news/local/milwaukee/2019/02/06/milwaukee-police-officer-shot-near-12-th-and-dakota/2788844002/,https://www.channel3000.com/news/crime/reports-officer-shot-wounded-in-milwaukee/1003477564,https://www.tmj4.com/news/local-news/26-year-old-milwaukee-man-accused-of-shooting-and-killing-mpd-officer",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Officer Matthew Rittner,Adult 18+,,,2
1322022,2/7/19,Idaho,Lenore,,18985 220 Rd S,46.5262,-116.666,,,,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot","https://www.idahostatesman.com/latest-news/article225952660.html,https://klewtv.com/news/local/fbi-agent-shot-in-lenore-injuries-non-life-threatening,https://idahonews.com/news/local/fbi-agent-shot-in-lenore-injuries-non-life-threatening,http://www.spokesman.com/stories/2019/feb/08/fbi-agent-injured-in-cherrylane-shooting/,https://lmtribune.com/northwest/suspect-in-cherrylane-shooting-charged/article_af0c4c29-1c0a-502d-aa37-2bcffbbb6477.html",,Agent,Federal (FBI),0,0,0,,,1,Suspect-inflicted,,,,,,,Nez Perce Tribal Fish Hatchery,FBI Agent,Adult 18+,,,2
1322173,2/7/19,Ohio,New Franklin,,5400 block of Menlo Ct,40.98,-81.6155,,,male,36,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Shootout (where VENN diagram of shooters and victims overlap)","https://www.news5cleveland.com/news/local-news/oh-summit/swat-officer-shot-during-standoff-situation-in-new-franklin,https://fox8.com/2019/02/08/fox-8-i-team-officer-shot-during-standoff-in-new-franklin/,https://www.wkyc.com/article/news/crime/officials-identify-suspect-killed-in-new-franklin-shooting-officer-undergoes-surgery/95-a2205659-aa35-479a-9d05-1c877ae64ac5,https://www.ohio.com/news/20190208/barberton-officer-shot-new-franklin-man-killed-after-8-hour-standoff-ends-in-gunfire",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,,Ofc. Brandon Weston,Adult 18+,,,2
1323687,2/9/19,Oklahoma,Oklahoma City,,5401 Tinker Diagonal St,35.4487,-97.4262,,,,51,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Shootout (where VENN diagram of shooters and victims overlap)","http://www.news9.com/story/39938012/2-del-city-officers-shot-during-walmart-robbery-suspect-reportedly-dead,http://www.newson6.com/story/39943875/man-killed-in-del-city-officerinvolved-shooting-identified",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,Walmart,Officer Marvin Asche,Adult 18+,,,2
1323687,2/9/19,Oklahoma,Oklahoma City,,5401 Tinker Diagonal St,35.4487,-97.4262,,,,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator killed,Shootout (where VENN diagram of shooters and victims overlap)","http://www.news9.com/story/39938012/2-del-city-officers-shot-during-walmart-robbery-suspect-reportedly-dead,http://www.newson6.com/story/39943875/man-killed-in-del-city-officerinvolved-shooting-identified",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,Walmart,,Adult 18+,,,2
1324792,2/11/19,Texas,Huntsville,,810 Farm to Market Rd 2821,30.739,-95.571,,,male,70,,Killed,"Shot - Dead (murder, accidental, suicide),Suicide^,Officer Involved Incident,Officer Involved Shooting - Officer killed",https://www.chron.com/news/houston-texas/article/Texas-corrections-officer-dies-by-suicide-at-13607439.php?fbclid=IwAR3Qu4Pc1aJyTVkohYiqEGlqFYIjMj4AuDanTpUb_PORXI3lEmAhIJi0PxU,,Officer,Corrections,0,0,0,,,1,Suicide,,,,,,,Huntsville Prison,Officer,Adult 18+,,,2
1325309,2/13/19,New York,Queens,,9162 120th St,40.6946,-73.8272,,,male,42,,Killed,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - Officer killed,Officer Involved Shooting - subject/suspect/perpetrator shot,Armed robbery with injury/death and/or evidence of DGU found,BB/Pellet/Replica gun","https://twitter.com/NYScanner/status/1095476564484079616,https://nypost.com/2019/02/12/2-nypd-cops-shot-in-queens-t-mobile-store/,https://www.abc15.com/national/nypd-detective-killed-sergeant-injured-in-shooting,https://www.hickoryrecord.com/news/us/ap/nd-arrest-in-robbery-that-led-to-nypd-friendly-fire/article_7458a5ae-536d-52a4-b9cf-fa7631a3578c.html?fbclid=IwAR1-MHyS1xtpCcOhBqosQOmskfW8RYcBKinZUDtmoJZehAElsnYjAKaJyvQ,http://longisland.news12.com/story/39975663/2nd-suspect-charged-with-murder-other-counts-in-robbery-that-led-to-nypd-friendly-fire-death",,Detective,Local,0,0,1,,,1,Accidental; blue on blue,,,,,,,TMobile,Det. Brian Simonsen,Adult 18+,,,2
1325309,2/13/19,New York,Queens,,9162 120th St,40.6946,-73.8272,,,male,,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - Officer killed,Officer Involved Shooting - subject/suspect/perpetrator shot,Armed robbery with injury/death and/or evidence of DGU found,BB/Pellet/Replica gun","https://twitter.com/NYScanner/status/1095476564484079616,https://nypost.com/2019/02/12/2-nypd-cops-shot-in-queens-t-mobile-store/,https://www.abc15.com/national/nypd-detective-killed-sergeant-injured-in-shooting,https://www.hickoryrecord.com/news/us/ap/nd-arrest-in-robbery-that-led-to-nypd-friendly-fire/article_7458a5ae-536d-52a4-b9cf-fa7631a3578c.html?fbclid=IwAR1-MHyS1xtpCcOhBqosQOmskfW8RYcBKinZUDtmoJZehAElsnYjAKaJyvQ,http://longisland.news12.com/story/39975663/2nd-suspect-charged-with-murder-other-counts-in-robbery-that-led-to-nypd-friendly-fire-death",,Sergeant,Local,0,0,1,,,1,Accidental; blue on blue,,,,,,,TMobile,Sgt. Matthew Gorman,Adult 18+,,,2
1327023,2/13/19,Texas,San Antonio,,5039 Hamilton Wolfe Rd,29.5228,-98.5848,,,,,,Injured,"Shot - Wounded/Injured,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator shot,Shootout (where VENN diagram of shooters and victims overlap)","https://spectrumlocalnews.com/tx/san-antonio/news/2019/02/12/police-officer--suspect-injured-in-shooting--,https://www.mysanantonio.com/news/local/crime/article/Teen-accused-of-ambushing-shooting-SAPD-officer-13823305.php",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,Chroma Apts,Officer Drew Matthewson,Adult 18+,0,,2
1327321,2/15/19,Illinois,Aurora,,641 Archer Ave,41.7564,-88.3327,,,male,52,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Suicide^,Murder/Suicide,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location),Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location),Workplace shooting (disgruntled employee),LOCKDOWN/ALERT ONLY:  No GV Incident Occurred Onsite,Possession of gun by felon or prohibited person","https://www.dailyherald.com/news/20190215/4-aurora-cops-multiple-civilians-shot-shooter-at-large,https://abc7chicago.com/live--aurora-shooting-leaves-multiple-wounded-large-police-presence-confirmed-by-kane-county-sheriff/5140701/,https://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-aurora-police-st-0217-story.html,https://www.facebook.com/AuroraILPolice/posts/2082199471845789,https://chicago.suntimes.com/crime/aurora-shooting-victims-identified-gary-martin/,https://www.facebook.com/AuroraILPolice/posts/2083019915097078,https://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-officers-henry-pratt-st-0226-story.html,https://patch.com/illinois/aurora/aurora-mass-shooting-victims-names-info-shooter-released,https://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-aurora-pratt-shooting-autopsy-st-0414-story.html,https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-aurora-pratt-shooting-autopsy-st-0414-story.html,https://chicago.cbslocal.com/2019/02/19/aurora-mass-shooting-survivor-timothy-williams/",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,Henry Pratt Company,Officer James Zegar,Adult 18+,,,2
1327321,2/15/19,Illinois,Aurora,,641 Archer Ave,41.7564,-88.3327,,,male,53,,Injured,"Shot - Wounded/Injured,Shot - Dead (murder, accidental, suicide),Suicide^,Murder/Suicide,Officer Involved Incident,Officer Involved Shooting - Officer shot,Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff,Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location),Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location),Workplace shooting (disgruntled employee),LOCKDOWN/ALERT ONLY:  No GV Incident Occurred Onsite,Possession of gun by felon or prohibited person","https://www.dailyherald.com/news/20190215/4-aurora-cops-multiple-civilians-shot-shooter-at-large,https://abc7chicago.com/live--aurora-shooting-leaves-multiple-wounded-large-police-presence-confirmed-by-kane-county-sheriff/5140701/,https://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-aurora-police-st-0217-story.html,https://www.facebook.com/AuroraILPolice/posts/2082199471845789,https://chicago.suntimes.com/crime/aurora-shooting-victims-identified-gary-martin/,https://www.facebook.com/AuroraILPolice/posts/2083019915097078,https://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-officers-henry-pratt-st-0226-story.html,https://patch.com/illinois/aurora/aurora-mass-shooting-victims-names-info-shooter-released,https://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-aurora-pratt-shooting-autopsy-st-0414-story.html,https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-aurora-pratt-shooting-autopsy-st-0414-story.html,https://chicago.cbslocal.com/2019/02/19/aurora-mass-shooting-survivor-timothy-williams/",,Officer,Local,0,0,0,,,0,Suspect-inflicted,,,,,,,Henry Pratt Company,Officer John Cebulski,Adult 18+,,,2
